product_name,topic_id,doc_count,top_keywords
Microsoft Dynamics 365,0,136,"quickbooks, quickbooks online, invoices, invoice, payroll, accounting, online, reporting, bank, report"
Microsoft Dynamics 365,17,90,"dynamics, 365, business central, microsoft, central, gp, ms, business, finances, disadvantages"
Microsoft Dynamics 365,2,82,"customization, navigate, customizations, interface, navigation, ui, hard navigate, user interface, menu, customize"
Microsoft Dynamics 365,1,55,"sap, cloud, erp, s4, price, expensive, cost, cloud based, high, pricing"
Microsoft Dynamics 365,7,45,"learning, curve, learning curve, learn, training, steep, beginners, videos, learn use, hard learn"
Microsoft Dynamics 365,4,42,"dislikes, dislike, dislike software, like dislike, don dislikes, think dislike, isn dislike, say dislike, don dislike, really dislike"
Microsoft Dynamics 365,12,14,"updates, update, error, glitches, errors, new updates, frequent, glitchy, occur, fix"
Microsoft Dynamics 365,8,12,"customer service, chat, service, customer, customer support, support, phone, reach, response, ticket"
Microsoft Dynamics 365,14,11,"integration, integrations, party applications, party, applications, integrating, integration party, party tools, party software, external"
Microsoft Dynamics 365,29,8,"crm, marketing, leads, hand, seamless, nearly impossible, issues don, issues having, asset register, customer data"
Microsoft Dynamics 365,32,8,"ai, ai features, help center, reviews, automate, automation, pretty great, hasn worked, accurate, added"
Microsoft Dynamics 365,36,8,"license, licenses, licensing, model, party tools, premise, essential, affordable, necessity, covers"
Microsoft Dynamics 365,11,7,"inventory, inventory management, manufacturing, implementation, management, project management, stock, shipping, orders, inventory control"
Microsoft Dynamics 365,18,7,"multi user, chart, user mode, chart accounts, accounts, multi, mode, multiple users, single user, log"
Microsoft Dynamics 365,20,7,"complaints, far, don issues, complain, haven, far complaints, haven experienced, issues using, meets, concerns"
Microsoft Dynamics 365,21,7,"generic, tables, gi, table, inquiry, sql, pull data, queries, database, generic inquiry"
Microsoft Dynamics 365,13,6,"search, searches, saved, saved searches, saved search, search bar, word, bar, search feature, fields"
Microsoft Dynamics 365,25,6,"upgrade, upgrades, yearly, upgrade process, cycle, release, year, testing, old version, version"
Microsoft Dynamics 365,15,5,"far, moment, works, great product, really good, going, enjoy, good, perfect, perfectly"
Microsoft Dynamics 365,26,5,"set, difficult set, setup, little complicated, setup process, initial setup, smooth sailing, setup time, sailing, onboarding"
Microsoft Dynamics 365,30,5,"security, permission, rights, permissions, user permissions, roles, needs better, sets, object, broad"
Microsoft Dynamics 365,16,4,"downsides, downside, disadvantages, human, haven, pricing high, disadvantage, drawbacks, major, discover"
Microsoft Dynamics 365,22,4,"help section, help, section, answers, questions, articles, answer, information looking, help articles, solving"
Microsoft Dynamics 365,33,4,"journal, journal entries, entries, journals, journal entry, postings, entry, posted, posting, bit complicated"
Microsoft Dynamics 365,42,4,"features add, features, features intuitive, scary, layer, best option, aggressive, impacts, requisitions, packing"
Microsoft Dynamics 365,19,3,"dashboard, dashboards, charts, dynamic, summary, graphs, pages, like sales, homepage, whistles"
Microsoft Dynamics 365,23,3,"password, log, authentication, login, logs, logged, logging, factor, time log, sessions"
Microsoft Dynamics 365,38,3,"mobile, mobile app, app, cell, app use, web, phone, apps, device, great like"
Microsoft Dynamics 365,44,3,"uk, country, terminology, countries, english, centric, patch, american, wish option, work better"
Microsoft Dynamics 365,51,3,"steps complete, steps, step, actions, end users, difficult build, safety, execute, finish, ways things"
Microsoft Dynamics 365,62,3,"mac, windows, pc, apple, os, devices, style, outlook, compatible, version"
Microsoft Dynamics 365,27,2,"modules, bundle, certain modules, additional modules, add modules, module, incomplete, add ons, ons, additional"
Microsoft Dynamics 365,41,2,"backup, backups, drive, file, copy, wish easier, computer, files, updated, save"
Microsoft Dynamics 365,45,2,"syncing, sync, platforms, manual, synchronization, simultaneously, need buy, use integration, manual workarounds, changes need"
Microsoft Dynamics 365,47,2,"purchase order, orders, sales order, purchase, purchase orders, order, sales orders, sales, drive, purchases"
Microsoft Dynamics 365,54,2,"printing, print, bc, checks, installed, documents, nav, 18, reprint, certain screens"
Microsoft Dynamics 365,5,1,"xero, businesses, small businesses, bank, advanced, feeds, bank feeds, advanced features, accounting, integrations"
Microsoft Dynamics 365,31,1,"subscription, plan, ads, subscriptions, subscription based, pricing model, subscription fees, subscription costs, monthly, free"
Microsoft Dynamics 365,39,1,"fixed asset, asset module, asset, fixed, fixed assets, prepaid, module, assets, asset management, assets module"
Microsoft Dynamics 365,49,1,"budget, budgeting, budgets, compare, manager, work arounds, arounds, percentage, does support, planning"
Microsoft Dynamics 365,55,1,"consolidation, entity, entities, consolidate, large volumes, multi entity, multiple entities, structures, volumes, intercompany"
Microsoft Dynamics 365,56,1,"save, saving, avoid, auto, module does, upper, truth, using application, repeatedly, lose"
Microsoft Dynamics 365,61,1,"workflow, workflows, complex use, partner support, enhancing, user adoption, hard set, feel unintuitive, workflows require, users certain"
Oracle NetSuite,3,512,"netsuite, searches, saved searches, implementation, saved, fields, challenging, powerful, team, consultant"
Oracle NetSuite,0,273,"quickbooks, quickbooks online, invoices, invoice, payroll, accounting, online, reporting, bank, report"
Oracle NetSuite,2,114,"customization, navigate, customizations, interface, navigation, ui, hard navigate, user interface, menu, customize"
Oracle NetSuite,1,79,"sap, cloud, erp, s4, price, expensive, cost, cloud based, high, pricing"
Oracle NetSuite,7,77,"learning, curve, learning curve, learn, training, steep, beginners, videos, learn use, hard learn"
Oracle NetSuite,13,71,"search, searches, saved, saved searches, saved search, search bar, word, bar, search feature, fields"
Oracle NetSuite,8,59,"customer service, chat, service, customer, customer support, support, phone, reach, response, ticket"
Oracle NetSuite,11,47,"inventory, inventory management, manufacturing, implementation, management, project management, stock, shipping, orders, inventory control"
Oracle NetSuite,4,32,"dislikes, dislike, dislike software, like dislike, don dislikes, think dislike, isn dislike, say dislike, don dislike, really dislike"
Oracle NetSuite,22,17,"help section, help, section, answers, questions, articles, answer, information looking, help articles, solving"
Oracle NetSuite,27,14,"modules, bundle, certain modules, additional modules, add modules, module, incomplete, add ons, ons, additional"
Oracle NetSuite,12,11,"updates, update, error, glitches, errors, new updates, frequent, glitchy, occur, fix"
Oracle NetSuite,14,11,"integration, integrations, party applications, party, applications, integrating, integration party, party tools, party software, external"
Oracle NetSuite,19,11,"dashboard, dashboards, charts, dynamic, summary, graphs, pages, like sales, homepage, whistles"
Oracle NetSuite,21,11,"generic, tables, gi, table, inquiry, sql, pull data, queries, database, generic inquiry"
Oracle NetSuite,43,11,"csv, import, imports, importing, loaded, addressing, extremely helpful, party integration, file, ns"
Oracle NetSuite,18,10,"multi user, chart, user mode, chart accounts, accounts, multi, mode, multiple users, single user, log"
Oracle NetSuite,29,10,"crm, marketing, leads, hand, seamless, nearly impossible, issues don, issues having, asset register, customer data"
Oracle NetSuite,32,10,"ai, ai features, help center, reviews, automate, automation, pretty great, hasn worked, accurate, added"
Oracle NetSuite,16,9,"downsides, downside, disadvantages, human, haven, pricing high, disadvantage, drawbacks, major, discover"
Oracle NetSuite,20,8,"complaints, far, don issues, complain, haven, far complaints, haven experienced, issues using, meets, concerns"
Oracle NetSuite,24,8,"currency, currencies, multi currency, multi, multicurrency, usd, rates, intercompany, consolidate, consolidation"
Oracle NetSuite,36,7,"license, licenses, licensing, model, party tools, premise, essential, affordable, necessity, covers"
Oracle NetSuite,23,5,"password, log, authentication, login, logs, logged, logging, factor, time log, sessions"
Oracle NetSuite,26,5,"set, difficult set, setup, little complicated, setup process, initial setup, smooth sailing, setup time, sailing, onboarding"
Oracle NetSuite,42,5,"features add, features, features intuitive, scary, layer, best option, aggressive, impacts, requisitions, packing"
Oracle NetSuite,15,4,"far, moment, works, great product, really good, going, enjoy, good, perfect, perfectly"
Oracle NetSuite,47,4,"purchase order, orders, sales order, purchase, purchase orders, order, sales orders, sales, drive, purchases"
Oracle NetSuite,51,4,"steps complete, steps, step, actions, end users, difficult build, safety, execute, finish, ways things"
Oracle NetSuite,61,4,"workflow, workflows, complex use, partner support, enhancing, user adoption, hard set, feel unintuitive, workflows require, users certain"
Oracle NetSuite,31,3,"subscription, plan, ads, subscriptions, subscription based, pricing model, subscription fees, subscription costs, monthly, free"
Oracle NetSuite,33,3,"journal, journal entries, entries, journals, journal entry, postings, entry, posted, posting, bit complicated"
Oracle NetSuite,39,3,"fixed asset, asset module, asset, fixed, fixed assets, prepaid, module, assets, asset management, assets module"
Oracle NetSuite,40,3,"approval, approvals, approved, completing, audit, notification, pending, features intuitive, think user, options bit"
Oracle NetSuite,45,3,"syncing, sync, platforms, manual, synchronization, simultaneously, need buy, use integration, manual workarounds, changes need"
Oracle NetSuite,50,3,"head, comes mind, think, moment, mind, think better, currently, expectations, really think, met"
Oracle NetSuite,52,3,"wms, robust, intelligent, plugin, box, process like, sucks, robust features, slips, par"
Oracle NetSuite,59,3,"ar, ap, ap ar, ap module, refund, module doesn, compared systems, low code, customers vendors, answered"
Oracle NetSuite,5,2,"xero, businesses, small businesses, bank, advanced, feeds, bank feeds, advanced features, accounting, integrations"
Oracle NetSuite,9,2,"acumatica, initial setup, initial, setup, aia, setup wasn, equipment, document, partners, growing"
Oracle NetSuite,25,2,"upgrade, upgrades, yearly, upgrade process, cycle, release, year, testing, old version, version"
Oracle NetSuite,30,2,"security, permission, rights, permissions, user permissions, roles, needs better, sets, object, broad"
Oracle NetSuite,35,2,"workday, financial management, certain processes, financial, simplifying, aid, management, vague, search functionality, relying"
Oracle NetSuite,37,2,"time tracking, time entry, 25, hours, mobile app, history, comments, tracking, submit, app"
Oracle NetSuite,38,2,"mobile, mobile app, app, cell, app use, web, phone, apps, device, great like"
Oracle NetSuite,44,2,"uk, country, terminology, countries, english, centric, patch, american, wish option, work better"
Oracle NetSuite,49,2,"budget, budgeting, budgets, compare, manager, work arounds, arounds, percentage, does support, planning"
Oracle NetSuite,56,2,"save, saving, avoid, auto, module does, upper, truth, using application, repeatedly, lose"
Oracle NetSuite,6,1,"sage, sage intacct, intacct, intact, university, interface feel, unintuitive, learning curve, new users, curve"
Oracle NetSuite,46,1,"audit, trail, audit trail, editable, changed, think improve, areas like, change, tag, granularity"
Oracle NetSuite,55,1,"consolidation, entity, entities, consolidate, large volumes, multi entity, multiple entities, structures, volumes, intercompany"
Oracle NetSuite,58,1,"1099, inactive, year, produce, needed help, tired, tremendous, disruptions, including, giant"
QuickBooks Desktop Pro,0,685,"quickbooks, quickbooks online, invoices, invoice, payroll, accounting, online, reporting, bank, report"
QuickBooks Desktop Pro,1,90,"sap, cloud, erp, s4, price, expensive, cost, cloud based, high, pricing"
QuickBooks Desktop Pro,4,77,"dislikes, dislike, dislike software, like dislike, don dislikes, think dislike, isn dislike, say dislike, don dislike, really dislike"
QuickBooks Desktop Pro,10,75,"qb, qbo, desktop, accountant, intuit, online, years, clients, class, inventory"
QuickBooks Desktop Pro,8,52,"customer service, chat, service, customer, customer support, support, phone, reach, response, ticket"
QuickBooks Desktop Pro,7,50,"learning, curve, learning curve, learn, training, steep, beginners, videos, learn use, hard learn"
QuickBooks Desktop Pro,2,37,"customization, navigate, customizations, interface, navigation, ui, hard navigate, user interface, menu, customize"
QuickBooks Desktop Pro,12,37,"updates, update, error, glitches, errors, new updates, frequent, glitchy, occur, fix"
QuickBooks Desktop Pro,25,26,"upgrade, upgrades, yearly, upgrade process, cycle, release, year, testing, old version, version"
QuickBooks Desktop Pro,18,25,"multi user, chart, user mode, chart accounts, accounts, multi, mode, multiple users, single user, log"
QuickBooks Desktop Pro,11,13,"inventory, inventory management, manufacturing, implementation, management, project management, stock, shipping, orders, inventory control"
QuickBooks Desktop Pro,13,13,"search, searches, saved, saved searches, saved search, search bar, word, bar, search feature, fields"
QuickBooks Desktop Pro,41,13,"backup, backups, drive, file, copy, wish easier, computer, files, updated, save"
QuickBooks Desktop Pro,15,10,"far, moment, works, great product, really good, going, enjoy, good, perfect, perfectly"
QuickBooks Desktop Pro,14,8,"integration, integrations, party applications, party, applications, integrating, integration party, party tools, party software, external"
QuickBooks Desktop Pro,23,8,"password, log, authentication, login, logs, logged, logging, factor, time log, sessions"
QuickBooks Desktop Pro,33,7,"journal, journal entries, entries, journals, journal entry, postings, entry, posted, posting, bit complicated"
QuickBooks Desktop Pro,54,7,"printing, print, bc, checks, installed, documents, nav, 18, reprint, certain screens"
QuickBooks Desktop Pro,57,6,"shortcuts, keys, short, cut, work use, highlighted, features use, enables, filled, immediate"
QuickBooks Desktop Pro,62,6,"mac, windows, pc, apple, os, devices, style, outlook, compatible, version"
QuickBooks Desktop Pro,16,5,"downsides, downside, disadvantages, human, haven, pricing high, disadvantage, drawbacks, major, discover"
QuickBooks Desktop Pro,22,5,"help section, help, section, answers, questions, articles, answer, information looking, help articles, solving"
QuickBooks Desktop Pro,26,5,"set, difficult set, setup, little complicated, setup process, initial setup, smooth sailing, setup time, sailing, onboarding"
QuickBooks Desktop Pro,30,5,"security, permission, rights, permissions, user permissions, roles, needs better, sets, object, broad"
QuickBooks Desktop Pro,31,5,"subscription, plan, ads, subscriptions, subscription based, pricing model, subscription fees, subscription costs, monthly, free"
QuickBooks Desktop Pro,37,5,"time tracking, time entry, 25, hours, mobile app, history, comments, tracking, submit, app"
QuickBooks Desktop Pro,56,4,"save, saving, avoid, auto, module does, upper, truth, using application, repeatedly, lose"
QuickBooks Desktop Pro,20,3,"complaints, far, don issues, complain, haven, far complaints, haven experienced, issues using, meets, concerns"
QuickBooks Desktop Pro,24,3,"currency, currencies, multi currency, multi, multicurrency, usd, rates, intercompany, consolidate, consolidation"
QuickBooks Desktop Pro,38,3,"mobile, mobile app, app, cell, app use, web, phone, apps, device, great like"
QuickBooks Desktop Pro,42,3,"features add, features, features intuitive, scary, layer, best option, aggressive, impacts, requisitions, packing"
QuickBooks Desktop Pro,46,3,"audit, trail, audit trail, editable, changed, think improve, areas like, change, tag, granularity"
QuickBooks Desktop Pro,49,3,"budget, budgeting, budgets, compare, manager, work arounds, arounds, percentage, does support, planning"
QuickBooks Desktop Pro,53,3,"windows, open, window, tab, like desktop, tabs, open time, like multiple, multiple, browser"
QuickBooks Desktop Pro,58,3,"1099, inactive, year, produce, needed help, tired, tremendous, disruptions, including, giant"
QuickBooks Desktop Pro,3,2,"netsuite, searches, saved searches, implementation, saved, fields, challenging, powerful, team, consultant"
QuickBooks Desktop Pro,5,2,"xero, businesses, small businesses, bank, advanced, feeds, bank feeds, advanced features, accounting, integrations"
QuickBooks Desktop Pro,19,2,"dashboard, dashboards, charts, dynamic, summary, graphs, pages, like sales, homepage, whistles"
QuickBooks Desktop Pro,45,2,"syncing, sync, platforms, manual, synchronization, simultaneously, need buy, use integration, manual workarounds, changes need"
QuickBooks Desktop Pro,47,2,"purchase order, orders, sales order, purchase, purchase orders, order, sales orders, sales, drive, purchases"
QuickBooks Desktop Pro,48,2,"credit card, bulk, card, credit, paid, transactions, vendor names, module doesn, add feature, like pay"
QuickBooks Desktop Pro,21,1,"generic, tables, gi, table, inquiry, sql, pull data, queries, database, generic inquiry"
QuickBooks Desktop Pro,27,1,"modules, bundle, certain modules, additional modules, add modules, module, incomplete, add ons, ons, additional"
QuickBooks Desktop Pro,29,1,"crm, marketing, leads, hand, seamless, nearly impossible, issues don, issues having, asset register, customer data"
QuickBooks Desktop Pro,36,1,"license, licenses, licensing, model, party tools, premise, essential, affordable, necessity, covers"
QuickBooks Desktop Pro,43,1,"csv, import, imports, importing, loaded, addressing, extremely helpful, party integration, file, ns"
QuickBooks Desktop Pro,44,1,"uk, country, terminology, countries, english, centric, patch, american, wish option, work better"
QuickBooks Desktop Pro,50,1,"head, comes mind, think, moment, mind, think better, currently, expectations, really think, met"
QuickBooks Desktop Pro,51,1,"steps complete, steps, step, actions, end users, difficult build, safety, execute, finish, ways things"
QuickBooks Desktop Pro,55,1,"consolidation, entity, entities, consolidate, large volumes, multi entity, multiple entities, structures, volumes, intercompany"
QuickBooks Enterprise,0,399,"quickbooks, quickbooks online, invoices, invoice, payroll, accounting, online, reporting, bank, report"
QuickBooks Enterprise,1,54,"sap, cloud, erp, s4, price, expensive, cost, cloud based, high, pricing"
QuickBooks Enterprise,10,53,"qb, qbo, desktop, accountant, intuit, online, years, clients, class, inventory"
QuickBooks Enterprise,4,43,"dislikes, dislike, dislike software, like dislike, don dislikes, think dislike, isn dislike, say dislike, don dislike, really dislike"
QuickBooks Enterprise,2,30,"customization, navigate, customizations, interface, navigation, ui, hard navigate, user interface, menu, customize"
QuickBooks Enterprise,8,28,"customer service, chat, service, customer, customer support, support, phone, reach, response, ticket"
QuickBooks Enterprise,7,24,"learning, curve, learning curve, learn, training, steep, beginners, videos, learn use, hard learn"
QuickBooks Enterprise,12,20,"updates, update, error, glitches, errors, new updates, frequent, glitchy, occur, fix"
QuickBooks Enterprise,11,19,"inventory, inventory management, manufacturing, implementation, management, project management, stock, shipping, orders, inventory control"
QuickBooks Enterprise,18,13,"multi user, chart, user mode, chart accounts, accounts, multi, mode, multiple users, single user, log"
QuickBooks Enterprise,41,12,"backup, backups, drive, file, copy, wish easier, computer, files, updated, save"
QuickBooks Enterprise,14,8,"integration, integrations, party applications, party, applications, integrating, integration party, party tools, party software, external"
QuickBooks Enterprise,31,8,"subscription, plan, ads, subscriptions, subscription based, pricing model, subscription fees, subscription costs, monthly, free"
QuickBooks Enterprise,15,6,"far, moment, works, great product, really good, going, enjoy, good, perfect, perfectly"
QuickBooks Enterprise,57,6,"shortcuts, keys, short, cut, work use, highlighted, features use, enables, filled, immediate"
QuickBooks Enterprise,13,5,"search, searches, saved, saved searches, saved search, search bar, word, bar, search feature, fields"
QuickBooks Enterprise,23,5,"password, log, authentication, login, logs, logged, logging, factor, time log, sessions"
QuickBooks Enterprise,46,5,"audit, trail, audit trail, editable, changed, think improve, areas like, change, tag, granularity"
QuickBooks Enterprise,62,5,"mac, windows, pc, apple, os, devices, style, outlook, compatible, version"
QuickBooks Enterprise,16,4,"downsides, downside, disadvantages, human, haven, pricing high, disadvantage, drawbacks, major, discover"
QuickBooks Enterprise,24,4,"currency, currencies, multi currency, multi, multicurrency, usd, rates, intercompany, consolidate, consolidation"
QuickBooks Enterprise,25,4,"upgrade, upgrades, yearly, upgrade process, cycle, release, year, testing, old version, version"
QuickBooks Enterprise,33,4,"journal, journal entries, entries, journals, journal entry, postings, entry, posted, posting, bit complicated"
QuickBooks Enterprise,36,3,"license, licenses, licensing, model, party tools, premise, essential, affordable, necessity, covers"
QuickBooks Enterprise,42,3,"features add, features, features intuitive, scary, layer, best option, aggressive, impacts, requisitions, packing"
QuickBooks Enterprise,45,3,"syncing, sync, platforms, manual, synchronization, simultaneously, need buy, use integration, manual workarounds, changes need"
