review_id,product_id,product_name,text_field,macro_group,group_label,aspect_term,reviewer_company_size,overall_rating,is_incentivized,review_date,switched_from_product,absa_rating,absa_rating_min,absa_rating_max,positive_avg,neutral_avg,negative_avg,n_sentences,sentiment_label
4338014,SAP-S4-001,SAP S/4HANA Cloud,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,mid-market,4.0,True,2021-03-31,Oracle EBS Financials,4.836,4.836,4.836,0.9224,0.0731,0.0045,1,positive
4340807,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,5.0,False,2020-08-14,QuickBooks Desktop Enterprise,1.456,1.456,1.456,0.0954,0.0374,0.8672,1,negative
4340807,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,False,2020-08-14,QuickBooks Desktop Enterprise,4.978,4.96,4.995,0.9902,0.00835,0.00145,2,positive
4341023,ACU-ERP-001,Acumatica,dislikes,accounts_payable_invoice_processing,Accounts Payable & Invoice Processing,accounts payable invoice processing,small-business,4.5,False,2025-01-28,Sage 100,1.674,1.367,1.982,0.012199999999999999,0.313,0.67485,2,negative
4341023,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,4.5,False,2025-01-28,Sage 100,4.932,4.932,4.932,0.9709,0.0244,0.0048,1,positive
4348246,QB-ONLINE-001,QuickBooks Online,dislikes,user_training_learning,User Training & Learning Curve,user training learning curve,small-business,5.0,False,2020-08-18,QuickBooks Desktop Pro,1.905,1.905,1.905,0.0541,0.3442,0.6016,1,negative
4348246,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,False,2020-08-18,QuickBooks Desktop Pro,3.982,3.454,4.509,0.49579999999999996,0.49924999999999997,0.005,2,neutral
4355184,QB-ONLINE-001,QuickBooks Online,dislikes,user_training_learning,User Training & Learning Curve,user training learning curve,small-business,5.0,True,2020-08-26,Sage 100,1.282,1.282,1.282,0.0069,0.1271,0.866,1,negative
4355184,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,True,2020-08-26,Sage 100,4.928,4.928,4.928,0.9663,0.0315,0.0022,1,positive
4363884,MSFT-D365-001,Microsoft Dynamics 365,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,enterprise,4.5,True,2020-09-09,Oracle EBS CRM,1.074,1.074,1.074,0.0162,0.0045,0.9793,1,negative
4363884,MSFT-D365-001,Microsoft Dynamics 365,likes,inventory_supply_chain,Inventory & Supply Chain Management,inventory supply chain management,enterprise,4.5,True,2020-09-09,Oracle EBS CRM,4.981,4.981,4.981,0.9917,0.0073,0.001,1,positive
4381945,SAP-S4-001,SAP S/4HANA Cloud,dislikes,system_performance_reliability,System Performance & Reliability,system performance reliability,mid-market,4.5,True,2020-09-14,Oracle Database,1.214,1.214,1.214,0.0398,0.0274,0.9329,1,negative
4381945,SAP-S4-001,SAP S/4HANA Cloud,likes,user_experience_usability,User Experience & System Usability,user experience system usability,mid-market,4.5,True,2020-09-14,Oracle Database,4.729,4.729,4.729,0.8724,0.1196,0.008,1,positive
4388302,XRO-ACC-001,Xero,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,True,2020-09-18,QuickBooks Online,4.931,4.931,4.931,0.9688,0.028,0.0032,1,positive
4388490,ACU-ERP-001,Acumatica,dislikes,user_training_learning,User Training & Learning Curve,user training learning curve,small-business,4.5,True,2020-09-18,Sage 300,1.935,1.466,2.405,0.14135,0.18505,0.6736,2,negative
4388490,ACU-ERP-001,Acumatica,likes,system_architecture_customization,System Architecture & Customization,system architecture customization,small-business,4.5,True,2020-09-18,Sage 300,4.833,4.767,4.899,0.92055,0.0754,0.00405,2,positive
4388688,ACU-ERP-001,Acumatica,dislikes,customization_integration,Customization & Third-Party Integration,customization third-party integration,small-business,4.0,True,2020-09-18,Sage CRM,1.019,1.019,1.019,0.0037,0.0021,0.9942,1,negative
4388688,ACU-ERP-001,Acumatica,likes,system_administration_governance,System Administration & Governance,system administration governance,small-business,4.0,True,2020-09-18,Sage CRM,4.784,4.784,4.784,0.8968,0.0984,0.0048,1,positive
4388718,ACU-ERP-001,Acumatica,dislikes,system_access_security,System Access & Security Management,system access security management,small-business,4.5,True,2020-09-18,Sage 300,1.933,1.386,2.362,0.14383333333333334,0.17876666666666666,0.6774,3,negative
4388718,ACU-ERP-001,Acumatica,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,4.5,True,2020-09-18,Sage 300,4.953,4.953,4.953,0.9779,0.0208,0.0013,1,positive
4388728,ACU-ERP-001,Acumatica,dislikes,customization_integration,Customization & Third-Party Integration,customization third-party integration,small-business,5.0,True,2020-09-18,QuickBooks Desktop Pro,3.71,3.71,3.71,0.6438,0.0672,0.289,1,positive
4388728,ACU-ERP-001,Acumatica,likes,product_evolution,Product Evolution & Updates,product evolution updates,small-business,5.0,True,2020-09-18,QuickBooks Desktop Pro,4.954,4.954,4.954,0.9795,0.0183,0.0023,1,positive
4388737,ACU-ERP-001,Acumatica,dislikes,customization_integration,Customization & Third-Party Integration,customization third-party integration,small-business,4.5,True,2020-09-18,Sage Intacct,1.043,1.043,1.043,0.0059,0.0096,0.9845,1,negative
4388737,ACU-ERP-001,Acumatica,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,4.5,True,2020-09-18,Sage Intacct,4.981,4.981,4.981,0.9918,0.007,0.0012,1,positive
4388744,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,True,2020-09-18,Sage CRM,4.993,4.993,4.993,0.9975,0.0017,0.0009,1,positive
4388783,ACU-ERP-001,Acumatica,dislikes,specialized_modules,Specialized Module Functionality,specialized module functionality,small-business,4.0,True,2020-09-18,Stitch Labs,2.967,1.878,3.665,0.29286666666666666,0.39759999999999995,0.3095333333333333,3,neutral
4388783,ACU-ERP-001,Acumatica,likes,inventory_supply_chain,Inventory & Supply Chain Management,inventory supply chain management,small-business,4.0,True,2020-09-18,Stitch Labs,4.218,3.249,4.797,0.61658,0.37576,0.00766,5,positive
4388803,ACU-ERP-001,Acumatica,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,4.5,True,2020-09-18,Stitch Labs,2.698,2.216,2.965,0.03986666666666667,0.7692333333333333,0.1909,3,neutral
4388803,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,4.5,True,2020-09-18,Stitch Labs,3.062,2.728,3.397,0.2585,0.51425,0.2273,2,neutral
4388804,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,4.5,True,2022-10-03,Xero,2.225,1.114,3.336,0.28340000000000004,0.04565,0.6709499999999999,2,positive
4388804,ACU-ERP-001,Acumatica,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,4.5,True,2022-10-03,Xero,4.684,4.445,4.924,0.8469500000000001,0.1484,0.0046,2,positive
4388806,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,True,2020-09-18,QuickBooks Desktop Enterprise,4.748,4.443,4.948,0.8834,0.10735,0.009275,4,positive
4388853,ACU-ERP-001,Acumatica,dislikes,specialized_modules,Specialized Module Functionality,specialized module functionality,mid-market,4.5,True,2024-01-31,Koble ERP,1.01,1.01,1.01,0.0019,0.0013,0.9968,1,negative
4388853,ACU-ERP-001,Acumatica,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,mid-market,4.5,True,2024-01-31,Koble ERP,2.997,2.997,2.997,0.0042,0.99,0.0058,1,neutral
4390543,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,4.0,True,2020-09-18,Sage 100 Contractor,4.173,3.129,4.907,0.7415666666666666,0.10353333333333332,0.15493333333333334,3,positive
4390543,ACU-ERP-001,Acumatica,likes,inventory_supply_chain,Inventory & Supply Chain Management,inventory supply chain management,small-business,4.0,True,2020-09-18,Sage 100 Contractor,4.835,4.764,4.906,0.92215,0.0733,0.0045,2,positive
4390599,ACU-ERP-001,Acumatica,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,mid-market,3.5,True,2020-09-18,QuickBooks Desktop Pro,2.343,1.173,3.804,0.151225,0.369025,0.47975,4,negative
4390599,ACU-ERP-001,Acumatica,likes,sales_order_management,Sales & Order Management,sales order management,mid-market,3.5,True,2020-09-18,QuickBooks Desktop Pro,3.458,2.612,4.676,0.3348333333333333,0.5594333333333333,0.10573333333333333,3,neutral
4397039,XRO-ACC-001,Xero,dislikes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,5.0,False,2020-09-23,MYOB,2.108,2.108,2.108,0.0309,0.4923,0.4768,1,neutral
4397039,XRO-ACC-001,Xero,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,False,2020-09-23,MYOB,3.206,3.206,3.206,0.1136,0.876,0.0105,1,neutral
4409343,SGE-INT-001,Sage Intacct,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,4.5,False,2024-10-15,QuickBooks Desktop Enterprise,1.085,1.085,1.085,0.0045,0.0337,0.9618,1,negative
4414251,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,5.0,True,2020-10-09,QuickBooks Desktop Enterprise,2.998,1.082,4.962,0.44406,0.11082,0.44514000000000004,5,positive
4414251,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,True,2020-10-09,QuickBooks Desktop Enterprise,4.074,2.912,4.852,0.6390166666666667,0.25871666666666665,0.10223333333333334,6,positive
4414254,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,5.0,True,2020-10-09,QuickBooks Desktop Pro,1.03,1.03,1.03,0.0049,0.0053,0.9898,1,negative
4414254,ACU-ERP-001,Acumatica,likes,payroll_hr_management,Payroll & HR Management,payroll hr management,small-business,5.0,True,2020-10-09,QuickBooks Desktop Pro,4.703,4.703,4.703,0.8542,0.143,0.0028,1,positive
4414274,ACU-ERP-001,Acumatica,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,4.5,True,2020-10-09,Infor Distribution SX.e,4.941,4.941,4.941,0.9722,0.026,0.0018,1,positive
4414288,ACU-ERP-001,Acumatica,dislikes,specialized_modules,Specialized Module Functionality,specialized module functionality,small-business,4.5,True,2024-07-08,Macola,3.031,1.421,4.764,0.3809666666666667,0.25376666666666664,0.3652666666666667,3,positive
4414288,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,4.5,True,2024-07-08,Macola,3.857,2.082,4.959,0.6234666666666667,0.18143333333333334,0.19510000000000002,3,positive
4416724,ACU-ERP-001,Acumatica,dislikes,accounts_payable_invoice_processing,Accounts Payable & Invoice Processing,accounts payable invoice processing,mid-market,5.0,True,2020-10-13,NetSuite,4.568,4.568,4.568,0.8575,0.0688,0.0737,1,positive
4416724,ACU-ERP-001,Acumatica,likes,system_integration_apis,System Integration & APIs,system integration apis,mid-market,5.0,True,2020-10-13,NetSuite,4.992,4.992,4.992,0.9964,0.0029,0.0007,1,positive
4417362,SGE-INT-001,Sage Intacct,dislikes,system_performance_reliability,System Performance & Reliability,system performance reliability,mid-market,4.5,False,2025-07-15,QuickBooks Desktop Enterprise,3.007,3.007,3.007,0.4652,0.0733,0.4615,1,positive
4420752,QB-ONLINE-001,QuickBooks Online,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,3.5,True,2020-10-16,Wave,1.137,1.137,1.137,0.0304,0.0077,0.962,1,negative
4420752,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,3.5,True,2020-10-16,Wave,3.916,3.658,4.432,0.4633333333333333,0.5315,0.0052,3,neutral
4420844,QB-ONLINE-001,QuickBooks Online,dislikes,customer_support_service,Customer Support & Service Quality,customer support service quality,small-business,5.0,True,2020-10-16,QuickBooks Desktop Pro,3.203,1.347,4.885,0.4515571428571429,0.19860714285714284,0.3498428571428572,14,positive
4420844,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,True,2020-10-16,QuickBooks Desktop Pro,3.943,3.134,4.763,0.48554615384615385,0.5003538461538461,0.014107692307692309,13,positive
4422196,ACU-ERP-001,Acumatica,dislikes,customer_support_service,Customer Support & Service Quality,customer support service quality,mid-market,4.0,True,2020-10-16,QuickBooks Desktop Enterprise,1.039,1.039,1.039,0.0078,0.0037,0.9885,1,negative
4422196,ACU-ERP-001,Acumatica,likes,system_architecture_customization,System Architecture & Customization,system architecture customization,mid-market,4.0,True,2020-10-16,QuickBooks Desktop Enterprise,4.974,4.974,4.974,0.9883,0.0104,0.0014,1,positive
4422200,ACU-ERP-001,Acumatica,dislikes,customization_integration,Customization & Third-Party Integration,customization third-party integration,small-business,5.0,True,2020-10-19,QuickBooks Desktop Enterprise,4.58,4.58,4.58,0.8087,0.1723,0.0189,1,positive
4422200,ACU-ERP-001,Acumatica,likes,system_architecture_customization,System Architecture & Customization,system architecture customization,small-business,5.0,True,2020-10-19,QuickBooks Desktop Enterprise,4.108,3.257,4.958,0.62885,0.29615,0.075,2,positive
4422457,ACU-ERP-001,Acumatica,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,mid-market,5.0,True,2020-10-19,QuickBooks Desktop Enterprise,4.876,4.862,4.889,0.94585,0.0461,0.0081,2,positive
4422457,ACU-ERP-001,Acumatica,likes,user_experience_usability,User Experience & System Usability,user experience system usability,mid-market,5.0,True,2020-10-19,QuickBooks Desktop Enterprise,4.617,4.257,4.958,0.81915,0.17008333333333334,0.010766666666666667,6,positive
4423821,SAP-S4-001,SAP S/4HANA Cloud,dislikes,user_interface_navigation,User Interface & System Navigation,user interface system navigation,enterprise,5.0,False,2020-10-19,Oracle Database,2.949,2.949,2.949,0.0343,0.906,0.0597,1,neutral
4423821,SAP-S4-001,SAP S/4HANA Cloud,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,enterprise,5.0,False,2020-10-19,Oracle Database,4.932,4.932,4.932,0.9686,0.0287,0.0027,1,positive
4424952,QB-ONLINE-001,QuickBooks Online,dislikes,accounts_payable_invoice_processing,Accounts Payable & Invoice Processing,accounts payable invoice processing,small-business,4.5,True,2020-10-19,Zoho Books,2.688,1.253,4.122,0.31635,0.21105000000000002,0.47259999999999996,2,negative
4424952,QB-ONLINE-001,QuickBooks Online,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,4.5,True,2020-10-19,Zoho Books,4.921,4.781,4.993,0.9637249999999999,0.032775,0.0035,4,positive
4426747,QB-ENT-001,QuickBooks Enterprise,dislikes,customer_support_service,Customer Support & Service Quality,customer support service quality,small-business,5.0,True,2020-10-20,Xero,4.928,4.928,4.928,0.9692,0.0258,0.005,1,positive
4426747,QB-ENT-001,QuickBooks Enterprise,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,True,2020-10-20,Xero,4.941,4.941,4.941,0.9727,0.0249,0.0024,1,positive
4430368,QB-ENT-001,QuickBooks Enterprise,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,4.5,True,2020-10-24,Quicken,4.281,4.281,4.281,0.6469,0.3468,0.0062,1,positive
4431826,SGE-INT-001,Sage Intacct,dislikes,multi_entity_currency,Multi-Entity & Currency Management,multi-entity currency management,mid-market,4.0,False,2026-04-30,QuickBooks Online,1.879,1.211,2.41,0.06983333333333334,0.29983333333333334,0.6303666666666666,3,negative
4431826,SGE-INT-001,Sage Intacct,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,mid-market,4.0,False,2026-04-30,QuickBooks Online,3.773,3.251,4.582,0.3944,0.597775,0.007824999999999999,4,neutral
4432169,SGE-INT-001,Sage Intacct,dislikes,user_training_learning,User Training & Learning Curve,user training learning curve,mid-market,5.0,False,2023-04-18,QuickBooks Online,2.632,1.187,3.98,0.343,0.1302333333333333,0.5268,3,negative
4432169,SGE-INT-001,Sage Intacct,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,mid-market,5.0,False,2023-04-18,QuickBooks Online,4.463,4.247,4.679,0.7367,0.2581,0.00525,2,positive
4433347,SGE-INT-001,Sage Intacct,dislikes,accounts_payable_invoice_processing,Accounts Payable & Invoice Processing,accounts payable invoice processing,mid-market,5.0,False,2024-10-10,Blackbaud Raiser's Edge NXT | Blackbaud Financial Edge NXT,2.981,2.981,2.981,0.1244,0.7419,0.1337,1,neutral
4433347,SGE-INT-001,Sage Intacct,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,mid-market,5.0,False,2024-10-10,Blackbaud Raiser's Edge NXT | Blackbaud Financial Edge NXT,3.372,3.372,3.372,0.1901,0.8057,0.0042,1,neutral
4450290,SGE-INT-001,Sage Intacct,dislikes,system_performance_reliability,System Performance & Reliability,system performance reliability,small-business,5.0,False,2026-01-27,QuickBooks Desktop Enterprise,4.826,4.67,4.981,0.92025,0.07235,0.0073999999999999995,2,positive
4450290,SGE-INT-001,Sage Intacct,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,5.0,False,2026-01-27,QuickBooks Desktop Enterprise,4.353,3.833,4.882,0.683925,0.308525,0.0076,4,positive
4456434,QB-ONLINE-001,QuickBooks Online,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,mid-market,4.0,True,2020-11-10,Sage 50cloud Accounting,2.476,1.523,3.109,0.04365,0.650875,0.3054875,8,neutral
4456434,QB-ONLINE-001,QuickBooks Online,likes,small_business_focus,Small Business Suitability,small business suitability,mid-market,4.0,True,2020-11-10,Sage 50cloud Accounting,4.511,3.987,4.911,0.7614166666666667,0.2326,0.006000000000000001,6,positive
4458044,XRO-ACC-001,Xero,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,5.0,True,2020-11-11,QuickBooks Online,2.972,2.972,2.972,0.0113,0.9635,0.0252,1,neutral
4458044,XRO-ACC-001,Xero,likes,financial_reporting_analytics,Financial Reporting & Business Intelligence,financial reporting business intelligence,small-business,5.0,True,2020-11-11,QuickBooks Online,4.978,4.978,4.978,0.9898,0.0094,0.0009,1,positive
4485907,QB-ONLINE-001,QuickBooks Online,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,4.5,True,2020-11-26,QuickBooks Desktop Pro,2.957,2.957,2.957,0.03,0.9185,0.0514,1,neutral
4485907,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,4.5,True,2020-11-26,QuickBooks Desktop Pro,4.642,4.642,4.642,0.8253,0.1706,0.0041,1,positive
4500701,QB-ONLINE-001,QuickBooks Online,dislikes,implementation_complexity,"Implementation, Setup & Cost Management",implementation setup cost management,small-business,5.0,True,2020-12-24,Microsoft 365,2.328,1.447,2.957,0.3029,0.05815,0.63895,4,negative
4500701,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,5.0,True,2020-12-24,Microsoft 365,3.627,3.039,4.467,0.3207125,0.671975,0.0073125,8,neutral
4515840,QB-DESK-PRO-001,QuickBooks Desktop Pro,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,5.0,True,2020-12-14,Quicken,2.286,1.17,3.015,0.01325,0.616,0.370725,4,negative
4515840,QB-DESK-PRO-001,QuickBooks Desktop Pro,likes,user_experience_usability,User Experience & System Usability,user experience system usability,small-business,5.0,True,2020-12-14,Quicken,4.134,3.285,4.984,0.5791,0.40919999999999995,0.01165,2,positive
4557335,QB-ONLINE-001,QuickBooks Online,dislikes,financial_accounting_core,Financial Accounting & General Ledger,financial accounting general ledger,small-business,4.0,False,2021-01-20,Xero,1.061,1.061,1.061,0.011,0.0088,0.9803,1,negative
4557335,QB-ONLINE-001,QuickBooks Online,likes,core_financial_accounting,Core Financial & Accounting,core financial accounting,small-business,4.0,False,2021-01-20,Xero,4.522,3.921,4.945,0.764625,0.231625,0.0037749999999999997,4,positive
