product_name,macro_group,group_label,likes_rating,likes_n_reviews,likes_pct_positive,likes_pct_negative,avg_overall_rating,dislikes_rating,dislikes_n_reviews,dislikes_pct_positive,dislikes_pct_negative,net_rating,sentiment_gap
QuickBooks Online,banking_cash_management,,,,,,,2.16,4.0,0.0,50.0,2.58,-0.84
QuickBooks Online,user_training_learning,,,,,,,2.1,6.0,0.0,66.7,2.55,-0.9
QuickBooks Online,mobile_remote_access,,,,,,,2.05,2.0,0.0,100.0,2.52,-0.95
QuickBooks Online,customization_integration,,,,,,,1.77,2.0,0.0,100.0,2.38,-1.23
QuickBooks Online,implementation_complexity,,,,,,,1.64,8.0,0.0,100.0,2.32,-1.36
QuickBooks Online,user_interface_navigation,,,,,,,1.52,3.0,0.0,100.0,2.26,-1.48
QuickBooks Online,multi_entity_currency,,,,,,,1.38,2.0,0.0,100.0,2.19,-1.62
QuickBooks Online,system_access_security,,,,,,,1.19,1.0,0.0,100.0,2.09,-1.81
SAP S/4HANA Cloud,user_experience_usability,User Experience & System Usability,4.92,4.0,100.0,0.0,4.5,,,,,3.96,1.92
SAP S/4HANA Cloud,system_architecture_customization,System Architecture & Customization,4.86,2.0,100.0,0.0,5.0,,,,,3.93,1.86
SAP S/4HANA Cloud,system_administration_governance,System Administration & Governance,4.83,1.0,100.0,0.0,5.0,,,,,3.92,1.83
SAP S/4HANA Cloud,system_integration_apis,System Integration & APIs,4.83,8.0,100.0,0.0,4.25,,,,,3.92,1.83
SAP S/4HANA Cloud,core_financial_accounting,Core Financial & Accounting,4.74,2.0,100.0,0.0,4.75,,,,,3.87,1.74
SAP S/4HANA Cloud,advanced_analytics_ai,Advanced Analytics & AI,4.69,45.0,97.8,0.0,4.49,,,,,3.84,1.69
SAP S/4HANA Cloud,payroll_hr_management,Payroll & HR Management,4.63,1.0,100.0,0.0,5.0,,,,,3.82,1.63
SAP S/4HANA Cloud,inventory_supply_chain,Inventory & Supply Chain Management,4.53,14.0,85.7,0.0,4.61,,,,,3.76,1.53
SAP S/4HANA Cloud,mobile_web_access,Mobile & Web Access,4.49,1.0,100.0,0.0,5.0,,,,,3.74,1.49
SAP S/4HANA Cloud,financial_reporting_analytics,Financial Reporting & Business Intelligence,4.59,3.0,100.0,0.0,4.17,2.78,1.0,0.0,0.0,3.68,1.37
SAP S/4HANA Cloud,sales_order_management,Sales & Order Management,4.22,2.0,50.0,0.0,3.5,,,,,3.61,1.22
SAP S/4HANA Cloud,financial_accounting_core,,,,,,,2.88,1.0,0.0,0.0,2.94,-0.12
SAP S/4HANA Cloud,multi_entity_currency,,,,,,,2.75,1.0,0.0,0.0,2.88,-0.25
SAP S/4HANA Cloud,user_interface_navigation,,,,,,,2.67,3.0,0.0,0.0,2.84,-0.33
SAP S/4HANA Cloud,system_access_security,,,,,,,2.45,2.0,0.0,50.0,2.72,-0.55
SAP S/4HANA Cloud,implementation_complexity,,,,,,,2.41,41.0,34.1,63.4,2.7,-0.59
SAP S/4HANA Cloud,customer_support_service,,,,,,,2.38,2.0,0.0,50.0,2.69,-0.62
SAP S/4HANA Cloud,specialized_modules,,,,,,,2.08,1.0,0.0,100.0,2.54,-0.92
SAP S/4HANA Cloud,user_training_learning,,,,,,,1.99,2.0,0.0,100.0,2.5,-1.01
SAP S/4HANA Cloud,accounts_payable_invoice_processing,,,,,,,1.92,3.0,0.0,66.7,2.46,-1.08
SAP S/4HANA Cloud,system_performance_reliability,,,,,,,1.7,5.0,0.0,100.0,2.35,-1.3
SAP S/4HANA Cloud,customization_integration,,,,,,,1.24,7.0,0.0,100.0,2.12,-1.76
Sage Intacct,sales_order_management,Sales & Order Management,4.19,95.0,66.3,1.1,4.34,4.47,3.0,100.0,0.0,4.33,2.66
Sage Intacct,system_architecture_customization,System Architecture & Customization,4.81,6.0,100.0,0.0,4.33,,,,,3.9,1.81
Sage Intacct,product_evolution,Product Evolution & Updates,4.77,1.0,100.0,0.0,4.5,,,,,3.88,1.77
Sage Intacct,system_integration_apis,System Integration & APIs,4.74,24.0,95.8,0.0,4.62,,,,,3.87,1.74
Sage Intacct,user_experience_usability,User Experience & System Usability,4.71,50.0,96.0,0.0,4.32,,,,,3.86,1.71
Sage Intacct,implementation_support,Implementation & Customer Support,4.55,8.0,100.0,0.0,4.44,,,,,3.78,1.55
Sage Intacct,advanced_analytics_ai,Advanced Analytics & AI,4.43,2.0,100.0,0.0,4.5,,,,,3.72,1.43
Sage Intacct,system_administration_governance,System Administration & Governance,4.38,12.0,75.0,0.0,4.08,,,,,3.69,1.38
Sage Intacct,small_business_focus,Small Business Suitability,4.24,2.0,50.0,0.0,4.5,,,,,3.62,1.24
Sage Intacct,inventory_supply_chain,Inventory & Supply Chain Management,4.21,21.0,76.2,4.8,3.98,,,,,3.6,1.21
Sage Intacct,financial_reporting_analytics,Financial Reporting & Business Intelligence,4.49,49.0,83.7,0.0,4.32,2.58,73.0,9.6,32.9,3.54,1.07
Sage Intacct,core_financial_accounting,Core Financial & Accounting,3.99,258.0,51.6,0.0,4.35,,,,,3.5,0.99
Sage Intacct,mobile_web_access,Mobile & Web Access,3.61,3.0,66.7,0.0,3.5,,,,,3.3,0.61
Sage Intacct,payroll_hr_management,Payroll & HR Management,3.55,10.0,30.0,0.0,4.3,,,,,3.28,0.55
Sage Intacct,mobile_remote_access,,,,,,,2.96,1.0,100.0,0.0,2.98,-0.04
Sage Intacct,financial_accounting_core,,,,,,,2.81,59.0,13.6,18.6,2.9,-0.19
Sage Intacct,implementation_complexity,,,,,,,2.5,13.0,30.8,69.2,2.75,-0.5
Sage Intacct,system_performance_reliability,,,,,,,2.46,18.0,27.8,66.7,2.73,-0.54
Sage Intacct,accounts_payable_invoice_processing,,,,,,,2.38,75.0,5.3,37.3,2.69,-0.62
Sage Intacct,specialized_modules,,,,,,,2.38,21.0,4.8,85.7,2.69,-0.62
Sage Intacct,multi_entity_currency,,,,,,,2.14,14.0,7.1,64.3,2.57,-0.86
Sage Intacct,system_access_security,,,,,,,2.14,9.0,0.0,44.4,2.57,-0.86
Sage Intacct,customer_support_service,,,,,,,2.08,29.0,10.3,82.8,2.54,-0.92
Sage Intacct,banking_cash_management,,,,,,,2.06,15.0,6.7,60.0,2.53,-0.94
Sage Intacct,user_training_learning,,,,,,,2.03,127.0,13.4,84.3,2.51,-0.97
Sage Intacct,user_interface_navigation,,,,,,,1.89,37.0,2.7,70.3,2.44,-1.11
Sage Intacct,customization_integration,,,,,,,1.64,15.0,13.3,86.7,2.32,-1.36
Workday Financial Management,sales_order_management,Sales & Order Management,3.75,1.0,0.0,0.0,4.5,4.95,1.0,100.0,0.0,4.35,2.7
Workday Financial Management,system_integration_apis,System Integration & APIs,4.92,1.0,100.0,0.0,3.5,,,,,3.96,1.92
Workday Financial Management,advanced_analytics_ai,Advanced Analytics & AI,4.84,2.0,100.0,0.0,3.75,,,,,3.92,1.84
Workday Financial Management,system_administration_governance,System Administration & Governance,4.83,1.0,100.0,0.0,4.0,,,,,3.92,1.83
Workday Financial Management,user_experience_usability,User Experience & System Usability,4.42,2.0,50.0,0.0,4.75,,,,,3.71,1.42
Workday Financial Management,financial_reporting_analytics,Financial Reporting & Business Intelligence,4.4,1.0,100.0,0.0,2.5,2.95,4.0,0.0,25.0,3.68,1.35
Workday Financial Management,core_financial_accounting,Core Financial & Accounting,4.14,5.0,40.0,0.0,4.7,,,,,3.57,1.14
Workday Financial Management,inventory_supply_chain,Inventory & Supply Chain Management,4.1,1.0,100.0,0.0,4.5,,,,,3.55,1.1
Workday Financial Management,payroll_hr_management,Payroll & HR Management,3.71,10.0,20.0,0.0,4.35,,,,,3.36,0.71
Workday Financial Management,system_performance_reliability,,,,,,,2.98,2.0,100.0,0.0,2.99,-0.02
Workday Financial Management,financial_accounting_core,,,,,,,2.91,6.0,16.7,0.0,2.96,-0.09
Workday Financial Management,system_access_security,,,,,,,2.54,1.0,0.0,0.0,2.77,-0.46
Workday Financial Management,customer_support_service,,,,,,,2.02,3.0,0.0,100.0,2.51,-0.98
Workday Financial Management,user_interface_navigation,,,,,,,1.66,2.0,0.0,100.0,2.33,-1.34
Workday Financial Management,implementation_complexity,,,,,,,1.47,2.0,0.0,100.0,2.24,-1.53
Workday Financial Management,accounts_payable_invoice_processing,,,,,,,1.39,2.0,0.0,100.0,2.19,-1.61
Workday Financial Management,multi_entity_currency,,,,,,,1.06,1.0,0.0,100.0,2.03,-1.94
Workday Financial Management,customization_integration,,,,,,,1.02,1.0,0.0,100.0,2.01,-1.98
Xero,inventory_supply_chain,Inventory & Supply Chain Management,4.98,1.0,100.0,0.0,5.0,,,,,3.99,1.98
Xero,implementation_support,Implementation & Customer Support,4.95,4.0,100.0,0.0,5.0,,,,,3.98,1.95
Xero,system_architecture_customization,System Architecture & Customization,4.95,1.0,100.0,0.0,5.0,,,,,3.98,1.95
Xero,mobile_web_access,Mobile & Web Access,4.91,2.0,100.0,0.0,3.75,,,,,3.96,1.91
Xero,system_integration_apis,System Integration & APIs,4.85,11.0,100.0,0.0,4.36,,,,,3.92,1.85
Xero,small_business_focus,Small Business Suitability,4.81,3.0,100.0,0.0,4.5,,,,,3.9,1.81
Xero,user_experience_usability,User Experience & System Usability,4.75,31.0,100.0,0.0,4.61,,,,,3.88,1.75
Xero,sales_order_management,Sales & Order Management,4.19,8.0,75.0,12.5,4.69,3.24,4.0,0.0,0.0,3.72,1.43
Xero,payroll_hr_management,Payroll & HR Management,4.23,2.0,100.0,0.0,4.5,,,,,3.62,1.23
Xero,system_administration_governance,System Administration & Governance,4.06,3.0,66.7,0.0,4.17,,,,,3.53,1.06
Xero,core_financial_accounting,Core Financial & Accounting,4.0,129.0,43.4,0.0,4.52,,,,,3.5,1.0
Xero,financial_reporting_analytics,Financial Reporting & Business Intelligence,4.42,16.0,81.2,0.0,3.97,2.24,14.0,7.1,64.3,3.33,0.66
Xero,financial_accounting_core,,,,,,,2.9,28.0,10.7,17.9,2.95,-0.1
Xero,customer_support_service,,,,,,,2.83,17.0,35.3,58.8,2.92,-0.17
Xero,banking_cash_management,,,,,,,2.74,62.0,4.8,19.4,2.87,-0.26
Xero,specialized_modules,,,,,,,2.64,11.0,18.2,54.5,2.82,-0.36
Xero,mobile_remote_access,,,,,,,2.58,2.0,0.0,50.0,2.79,-0.42
Xero,system_performance_reliability,,,,,,,2.58,6.0,33.3,66.7,2.79,-0.42
Xero,implementation_complexity,,,,,,,2.5,2.0,50.0,50.0,2.75,-0.5
Xero,system_access_security,,,,,,,2.38,3.0,0.0,33.3,2.69,-0.62
Xero,accounts_payable_invoice_processing,,,,,,,2.3,25.0,0.0,36.0,2.65,-0.7
Xero,crm_customer_management,,,,,,,2.02,1.0,0.0,100.0,2.51,-0.98
Xero,multi_entity_currency,,,,,,,1.95,2.0,0.0,50.0,2.48,-1.05
Xero,user_interface_navigation,,,,,,,1.61,8.0,0.0,75.0,2.31,-1.39
Xero,customization_integration,,,,,,,1.56,8.0,12.5,87.5,2.28,-1.44
Xero,user_training_learning,,,,,,,1.27,2.0,0.0,100.0,2.13,-1.73
